Experimental,,LES,
X,Y,X,Y
0.030005441351644957,0.19402173913043474,0.005699350541288728,0.3208036631290654
0.06984171907297765,0.16032608695652178,0.016438829359129797,0.30071773365285864
0.11026017762673868,0.11195652173913062,0.02344106141762642,0.2864428277986991
0.15008660179378497,0.07173913043478275,0.03044253001963343,0.27166261554262244
0.1899351964579758,0.04619565217391308,0.03744457121400768,0.2572613830879836
0.2298141729145502,0.040760869565217406,0.044446230680137144,0.24260749743238624
0.2696759056511229,0.023913043478261176,0.051448653602756134,0.22845891817870595
0.3095524187191254,0.016847826086956674,0.05845222171010955,0.21506829852790144
0.35003574650527247,0.011413043478261109,0.06615683373903897,0.2007933926737419
0.3899459258837541,0.026630434782608958,0.074562807796415,0.18584474495035952
0.4304300747994255,0.021739130434782927,0.08268585760301983,0.16959072235535777
0.4697014154083312,0.014130434782609003,0.0948836564699791,0.15396231721034875
0.5101970601373365,0.016847826086956896,0.10399532789801053,0.14120934611434438
0.5500604351329571,0.0010869565217395127,0.11451209934093937,0.12715164991022093
0.5899665088638194,0.013586956521739468,0.13021636827610011,0.10945926052721677
0.6298151035280101,-0.011956521739130088,0.14045522640622898,0.09894257103731602
0.6696891532074413,-0.02065217391304308,0.1525147732839403,0.08768379835672746
0.7101995782678764,-0.008152173913043126,0.16781136897686005,0.07466776633158012
0.7500777335949266,-0.014130434782608448,0.18324689708730668,0.06352773022937364
0.7899567100515009,-0.019565217391303902,0.19868509721149824,0.05415621095782008
0.8298537513576006,-0.013043478260869268,0.20924888700526723,0.047551352276617664
0.8697368334617944,-0.01576086956521694,0.2214677776281328,0.042471611408105736
0.9102045597869878,-0.03152173913043432,0.23844227026683873,0.03739515576857233
0.9500901052797531,-0.0326086956521735,0.2520343706722889,0.03323838349257735
0.9900019269172823,-0.016304347826086363,0.2674823574982788,0.03034435591796103
1.029873513208142,-0.02663043478260807,0.281956571374943,0.02662508887894066
1.069760700959955,-0.02663043478260807,0.29837553263604844,0.022704057496765517
1.1096487098412915,-0.026086956521738647,0.3138242999372959,0.020326600479287915
1.1495317919454853,-0.02880434782608632,0.3263430226387265,0.017547928791510015
1.1900184042497277,-0.032065217391303746,0.33769996067010977,0.016846332202546055
1.2298949173177305,-0.039130434782608026,0.3531483126959535,0.014194018237838835
1.269788674105735,-0.03478260869565142,0.3655729653884553,0.012775590551181382
1.3096668294327851,-0.04076086956521652,0.3785379289849866,0.011466397176941423
1.3501337346284554,-0.05706521739130377,0.3950841776482461,0.01005517924389876
1.3900168167326492,-0.05978260869565144,0.40932913771191415,0.007858221032647661
1.4299113946501762,-0.05489130434782519,0.42402243220818314,0.006100531956916733
1.4698322487124682,-0.03260869565217306,0.44022992411159734,0.005255563163300225
,,0.45567996621160245,0.0037218529501995556
,,0.4711312763324149,0.0030274034421589047
,,0.4865810429043773,0.001311330401881694
,,0.5020322302965967,0.0005356509290095346
,,0.5178071493456174,-0.0005337081610617966
,,0.532934565263097,-0.0010420621829383414
,,0.5483857785176635,-0.001800624230271497
,,0.5628648705634349,-0.002291193742922304
,,0.5769871754309907,-0.00377285176309472
,,0.5904657569074536,-0.0036939404313591773
,,0.6041815245379291,-0.00500962243849945
,,0.6172112753789429,-0.006923631828629984
,,0.6326640189354639,-0.0066693380224702725
,,0.6449930000108967,-0.007787572749058058
,,0.6593506473074118,-0.009191383932739106
,,0.6751523947861093,-0.01038397238388622
,,0.6902518889717332,-0.011492717313497547
,,0.7054684734453004,-0.012583618623758563
,,0.7211539471405847,-0.013253633562602785
,,0.7378071215061741,-0.015414584046559043
,,0.7522656801514555,-0.01570232796987292
,,0.7703138359077892,-0.017694204973389804
,,0.7863959288889589,-0.019288206093802995
,,0.8006751731260003,-0.0197388407552731
,,0.8166672886396963,-0.02009368122462918
,,0.8321166508992034,-0.022077355202140936
,,0.8475660026928565,-0.02406795617939017
,,0.8630154735473518,-0.025979754753975515
,,0.8784663262270581,-0.02697696928200144
,,0.894501828508896,-0.028415675282436936
,,0.9089668818037923,-0.02883227368318053
,,0.9276287304366858,-0.0297526532009581
,,0.9441727181069767,-0.03038986159338708
,,0.9585340520928424,-0.029353575985807567
,,0.9739853747031534,-0.03003975911113832
,,0.9894362486134959,-0.031022921788926294
,,1.0048883582738104,-0.031188182751859084
,,1.0203392427642042,-0.03216434284647185
,,1.0357898483946784,-0.03332507102620019
,,1.0512394212106377,-0.035169384706357776
,,1.065716280159767,-0.03713796644984557
,,1.081814777608058,-0.03860244120822642
,,1.0979128019743363,-0.040380033181470765
,,1.114011068591231,-0.041997287546414186
,,1.1284876261192247,-0.044165369892004036
,,1.1439362967456752,-0.04660681273536427
,,1.1593863130135618,-0.04815762036662374
,,1.174835334474507,-0.050366857551896294
,,1.1902838545585852,-0.052907939373190604
,,1.2057332861728467,-0.05484570975070746
,,1.221182765867562,-0.056751657278017675
,,1.2366326899244253,-0.05836349631197224
,,1.2520804739896132,-0.061391724502815825
,,1.2675295365952022,-0.06357372942018547
,,1.282978252175114,-0.0659854190656991
,,1.2984264472165101,-0.06874163580342907
,,1.313873601180875,-0.07218690672559147
,,1.3293194537989508,-0.07649349537829442
,,1.3460765959792393,-0.08068076001369351
,,1.3602102047144906,-0.08573830568609697
,,1.3756574454352748,-0.08912615542622326
,,1.3911069418229598,-0.09102105443341257
,,1.4065622508907363,-0.08906873424418726
,,1.422021984535896,-0.08418793377112377
,,1.4374868368097924,-0.07591928355793387
,,1.452954899071202,-0.06552604960941077
,,1.4684232216018698,-0.05496055211477935
,,1.478265361423888,-0.04912273194111527
